tag,species,sex,group,breed,pedigree,born,weight_kg,issue
KZ-33-0335,МРС,F,овцематки,едильбаевская,товарное,2024-09,68,
KZ-34-0336,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-09,47,
KZ-34-0337,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-06,33,
KZ-34-0338,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-12,43,
KZ-34-0339,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-10,34,
KZ-34-0340,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-04,39,
KZ-34-0341,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-05,59,
KZ-34-0342,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-12,39,
KZ-34-0343,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-10,48,
KZ-34-0344,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-03,46,нет бирки
KZ-34-0345,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-08,58,
KZ-34-0346,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-04,35,
KZ-34-0347,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-05,38,
KZ-34-0348,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-07,39,нет бирки
KZ-34-0349,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-01,28,
KZ-34-0350,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-02,27,нет бирки
KZ-34-0351,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-03,52,
KZ-34-0352,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-06,54,
KZ-34-0353,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-03,36,
KZ-34-0354,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-04,51,
KZ-34-0355,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-04,26,
KZ-34-0356,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-04,58,нет бирки
KZ-34-0357,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-08,63,
KZ-34-0358,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-08,39,нет бирки
KZ-34-0359,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-01,43,нет бирки
KZ-34-0360,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-08,57,
KZ-34-0361,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-10,37,
KZ-34-0362,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-07,23,
KZ-34-0363,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-04,58,
KZ-34-0364,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-12,48,
KZ-34-0365,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-12,49,нет бирки
KZ-34-0366,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-01,55,
KZ-34-0367,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-03,46,
KZ-34-0368,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-08,35,
KZ-34-0369,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-04,40,
KZ-34-0370,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-02,37,
KZ-34-0371,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-04,10,
KZ-34-0372,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-07,50,
KZ-34-0373,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-12,35,
KZ-34-0374,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-06,32,
KZ-34-0375,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-12,46,
KZ-34-0376,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-04,54,
KZ-34-0377,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-01,55,
KZ-34-0378,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-03,44,
KZ-34-0379,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-05,52,
KZ-34-0380,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-05,70,
KZ-34-0381,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-04,46,
KZ-34-0382,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-10,30,
KZ-34-0383,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-03,62,
KZ-34-0384,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-12,40,
KZ-34-0385,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-10,44,
KZ-34-0386,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-04,65,нет бирки
KZ-34-0387,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-11,30,
KZ-34-0388,МРС,M,бараны и ягнята,едильбаевская,товарное,2026-02,42,
KZ-34-0389,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-04,57,
KZ-34-0390,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-08,32,
KZ-34-0391,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-08,24,нет бирки
KZ-34-0392,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-11,63,
KZ-34-0393,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-02,30,
KZ-34-0394,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-07,38,
KZ-34-0395,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-11,52,
KZ-34-0396,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-06,57,нет бирки
KZ-34-0397,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-06,34,
KZ-34-0398,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-06,50,
KZ-34-0399,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-03,48,
KZ-34-0400,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-11,39,
KZ-34-0401,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-08,70,
KZ-34-0402,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-11,62,
KZ-34-0403,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-12,46,нет бирки
KZ-34-0404,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-07,47,
KZ-34-0405,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-11,49,
KZ-34-0406,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-09,78,
KZ-34-0407,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-04,54,
KZ-34-0408,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-10,46,нет бирки
KZ-34-0409,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-06,39,
KZ-34-0410,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-12,36,
KZ-34-0411,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-01,61,
KZ-34-0412,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-02,32,
KZ-34-0413,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-05,45,нет бирки
KZ-34-0414,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-11,35,
KZ-34-0415,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-05,60,
KZ-34-0416,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-05,61,
KZ-34-0417,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-03,38,нет бирки
KZ-34-0418,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-10,31,нет бирки
KZ-34-0419,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-04,45,
KZ-34-0420,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-05,48,
KZ-34-0421,МРС,M,бараны и ягнята,едильбаевская,товарное,2025-03,45,
KZ-34-0422,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-07,55,нет бирки
KZ-34-0423,МРС,M,бараны и ягнята,едильбаевская,товарное,2024-03,45,нет бирки
KZ-34-0424,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-05,43,
KZ-34-0425,МРС,M,бараны и ягнята,едильбаевская,товарное,2023-09,40,
