tag,species,sex,group,breed,pedigree,born,weight_kg,issue
KZ-21-0350,КРС,M,бычки на откорме,помесь,товарное,2025-11,306,
KZ-21-0351,КРС,M,бычки на откорме,помесь,товарное,2025-11,315,
KZ-21-0352,КРС,M,бычки на откорме,помесь,товарное,2025-09,286,
KZ-21-0353,КРС,M,бычки на откорме,помесь,товарное,2025-04,310,
KZ-21-0354,КРС,M,бычки на откорме,помесь,товарное,2025-10,390,
KZ-21-0355,КРС,M,бычки на откорме,помесь,товарное,2025-10,333,
KZ-21-0356,КРС,M,бычки на откорме,помесь,товарное,2025-04,348,
KZ-21-0357,КРС,M,бычки на откорме,помесь,товарное,2025-11,303,
KZ-21-0358,КРС,M,бычки на откорме,помесь,товарное,2025-09,308,
KZ-21-0359,КРС,M,бычки на откорме,помесь,товарное,2025-05,363,
KZ-21-0360,КРС,M,бычки на откорме,помесь,товарное,2025-12,388,
KZ-21-0361,КРС,M,бычки на откорме,помесь,товарное,2025-11,350,
KZ-21-0362,КРС,M,бычки на откорме,помесь,товарное,2025-11,317,
KZ-21-0363,КРС,M,бычки на откорме,помесь,товарное,2025-04,302,
KZ-21-0364,КРС,M,бычки на откорме,помесь,товарное,2025-11,243,
KZ-21-0365,КРС,M,бычки на откорме,помесь,товарное,2025-07,309,
KZ-21-0366,КРС,M,бычки на откорме,помесь,товарное,2025-10,361,
KZ-21-0367,КРС,M,бычки на откорме,помесь,товарное,2025-04,300,
KZ-21-0368,КРС,M,бычки на откорме,помесь,товарное,2025-11,370,
KZ-21-0369,КРС,M,бычки на откорме,помесь,товарное,2025-06,329,
KZ-21-0370,КРС,M,бычки на откорме,помесь,товарное,2025-08,422,
KZ-21-0371,КРС,M,бычки на откорме,помесь,товарное,2025-11,212,
KZ-21-0372,КРС,M,бычки на откорме,помесь,товарное,2025-05,356,
KZ-21-0373,КРС,M,бычки на откорме,помесь,товарное,2025-05,287,
KZ-21-0374,КРС,M,бычки на откорме,помесь,товарное,2025-08,357,
KZ-21-0375,КРС,M,бычки на откорме,помесь,товарное,2025-12,292,
KZ-21-0376,КРС,M,бычки на откорме,помесь,товарное,2025-04,339,
KZ-21-0377,КРС,M,бычки на откорме,помесь,товарное,2025-08,361,
KZ-21-0378,КРС,M,бычки на откорме,помесь,товарное,2025-10,317,
KZ-21-0379,КРС,M,бычки на откорме,помесь,товарное,2025-10,234,
KZ-21-0380,КРС,M,бычки на откорме,помесь,товарное,2025-05,332,
KZ-21-0381,КРС,M,бычки на откорме,помесь,товарное,2025-10,318,
KZ-21-0382,КРС,M,бычки на откорме,помесь,товарное,2025-05,360,
KZ-21-0383,КРС,M,бычки на откорме,помесь,товарное,2025-12,365,
KZ-21-0384,КРС,M,бычки на откорме,помесь,товарное,2025-05,409,
KZ-21-0385,КРС,M,бычки на откорме,помесь,товарное,2025-07,300,
KZ-21-0386,КРС,M,бычки на откорме,помесь,товарное,2025-05,304,
KZ-21-0387,КРС,M,бычки на откорме,помесь,товарное,2025-11,302,
KZ-21-0388,КРС,M,бычки на откорме,помесь,товарное,2025-10,205,
KZ-21-0389,КРС,M,бычки на откорме,помесь,товарное,2025-06,412,
KZ-21-0390,КРС,M,бычки на откорме,помесь,товарное,2025-05,207,
KZ-21-0391,КРС,M,бычки на откорме,помесь,товарное,2025-09,341,
KZ-21-0392,КРС,M,бычки на откорме,помесь,товарное,2025-05,267,
KZ-21-0393,КРС,M,бычки на откорме,помесь,товарное,2025-08,329,
KZ-21-0394,КРС,M,бычки на откорме,помесь,товарное,2025-11,381,
KZ-21-0395,КРС,M,бычки на откорме,помесь,товарное,2025-10,289,
KZ-21-0396,КРС,M,бычки на откорме,помесь,товарное,2025-11,326,нет акта взвешивания
KZ-21-0397,КРС,M,бычки на откорме,помесь,товарное,2025-04,347,
KZ-21-0398,КРС,M,бычки на откорме,помесь,товарное,2025-04,339,
KZ-21-0399,КРС,M,бычки на откорме,помесь,товарное,2025-06,415,
KZ-21-0400,КРС,M,бычки на откорме,помесь,товарное,2025-10,333,
KZ-21-0401,КРС,M,бычки на откорме,помесь,товарное,2025-09,249,
KZ-21-0402,КРС,M,бычки на откорме,помесь,товарное,2025-07,245,нет в ИСЖ
KZ-21-0403,КРС,M,бычки на откорме,помесь,товарное,2025-11,291,
KZ-21-0404,КРС,M,бычки на откорме,помесь,товарное,2025-07,390,
KZ-21-0405,КРС,M,бычки на откорме,помесь,товарное,2025-09,379,
KZ-21-0406,КРС,M,бычки на откорме,помесь,товарное,2025-06,375,
KZ-21-0407,КРС,M,бычки на откорме,помесь,товарное,2025-07,381,
KZ-21-0408,КРС,M,бычки на откорме,помесь,товарное,2025-10,294,
KZ-21-0409,КРС,M,бычки на откорме,помесь,товарное,2025-08,363,
KZ-21-0410,КРС,M,бычки на откорме,помесь,товарное,2025-11,188,
KZ-21-0411,КРС,M,бычки на откорме,помесь,товарное,2025-09,306,нет акта взвешивания
KZ-21-0412,КРС,M,бычки на откорме,помесь,товарное,2025-05,346,
KZ-21-0413,КРС,M,бычки на откорме,помесь,товарное,2025-11,241,
KZ-21-0414,КРС,M,бычки на откорме,помесь,товарное,2025-07,346,
KZ-21-0415,КРС,M,бычки на откорме,помесь,товарное,2025-09,313,
KZ-21-0416,КРС,M,бычки на откорме,помесь,товарное,2025-06,335,
KZ-21-0417,КРС,M,бычки на откорме,помесь,товарное,2025-06,338,
KZ-21-0418,КРС,M,бычки на откорме,помесь,товарное,2025-08,276,
KZ-21-0419,КРС,M,бычки на откорме,помесь,товарное,2025-12,394,
KZ-21-0420,КРС,M,бычки на откорме,помесь,товарное,2025-10,385,
KZ-21-0421,КРС,M,бычки на откорме,помесь,товарное,2025-07,358,
KZ-21-0422,КРС,M,бычки на откорме,помесь,товарное,2025-11,339,нет в ИСЖ
KZ-21-0423,КРС,M,бычки на откорме,помесь,товарное,2025-06,272,нет акта взвешивания
KZ-21-0424,КРС,M,бычки на откорме,помесь,товарное,2025-10,423,
KZ-21-0425,КРС,M,бычки на откорме,помесь,товарное,2025-04,394,
KZ-21-0426,КРС,M,бычки на откорме,помесь,товарное,2025-06,368,нет акта взвешивания
KZ-21-0427,КРС,M,бычки на откорме,помесь,товарное,2025-05,408,
KZ-21-0428,КРС,M,бычки на откорме,помесь,товарное,2025-04,275,
KZ-21-0429,КРС,M,бычки на откорме,помесь,товарное,2025-09,367,
KZ-21-0430,КРС,M,бычки на откорме,помесь,товарное,2025-12,316,
KZ-21-0431,КРС,M,бычки на откорме,помесь,товарное,2025-05,384,
KZ-21-0432,КРС,M,бычки на откорме,помесь,товарное,2025-05,329,
KZ-21-0433,КРС,M,бычки на откорме,помесь,товарное,2025-09,343,
KZ-21-0434,КРС,M,бычки на откорме,помесь,товарное,2025-06,326,
KZ-21-0435,КРС,M,бычки на откорме,помесь,товарное,2025-05,360,нет акта взвешивания
KZ-21-0436,КРС,M,бычки на откорме,помесь,товарное,2025-06,328,
KZ-21-0437,КРС,M,бычки на откорме,помесь,товарное,2025-06,314,нет акта взвешивания
KZ-21-0438,КРС,M,бычки на откорме,помесь,товарное,2025-09,340,
KZ-21-0439,КРС,M,бычки на откорме,помесь,товарное,2025-09,279,
KZ-21-0440,КРС,M,бычки на откорме,помесь,товарное,2025-05,285,
KZ-21-0441,КРС,M,бычки на откорме,помесь,товарное,2025-10,325,
KZ-21-0442,КРС,M,бычки на откорме,помесь,товарное,2025-05,311,
KZ-21-0443,КРС,M,бычки на откорме,помесь,товарное,2025-07,328,нет в ИСЖ
KZ-21-0444,КРС,M,бычки на откорме,помесь,товарное,2025-07,284,
KZ-21-0445,КРС,M,бычки на откорме,помесь,товарное,2025-06,313,
KZ-21-0446,КРС,M,бычки на откорме,помесь,товарное,2025-05,283,
KZ-21-0447,КРС,M,бычки на откорме,помесь,товарное,2025-05,363,
KZ-21-0448,КРС,M,бычки на откорме,помесь,товарное,2025-10,337,
KZ-21-0449,КРС,M,бычки на откорме,помесь,товарное,2025-06,381,
KZ-21-0450,КРС,M,бычки на откорме,помесь,товарное,2025-11,304,нет акта взвешивания
KZ-21-0451,КРС,M,бычки на откорме,помесь,товарное,2025-09,298,
KZ-21-0452,КРС,M,бычки на откорме,помесь,товарное,2025-12,359,
KZ-21-0453,КРС,M,бычки на откорме,помесь,товарное,2025-05,386,
KZ-21-0454,КРС,M,бычки на откорме,помесь,товарное,2025-06,218,
KZ-21-0455,КРС,M,бычки на откорме,помесь,товарное,2025-04,303,
KZ-21-0456,КРС,M,бычки на откорме,помесь,товарное,2025-12,224,
KZ-21-0457,КРС,M,бычки на откорме,помесь,товарное,2025-06,297,
KZ-21-0458,КРС,M,бычки на откорме,помесь,товарное,2025-04,419,
KZ-21-0459,КРС,M,бычки на откорме,помесь,товарное,2025-09,407,
KZ-21-0460,КРС,M,бычки на откорме,помесь,товарное,2025-10,283,
KZ-21-0461,КРС,M,бычки на откорме,помесь,товарное,2025-11,358,
KZ-21-0462,КРС,M,бычки на откорме,помесь,товарное,2025-07,394,нет в ИСЖ
KZ-21-0463,КРС,M,бычки на откорме,помесь,товарное,2025-10,280,нет акта взвешивания
KZ-21-0464,КРС,M,бычки на откорме,помесь,товарное,2025-05,388,
KZ-21-0465,КРС,M,бычки на откорме,помесь,товарное,2025-06,260,
KZ-21-0466,КРС,M,бычки на откорме,помесь,товарное,2025-09,314,
KZ-21-0467,КРС,M,бычки на откорме,помесь,товарное,2025-09,318,
KZ-21-0468,КРС,M,бычки на откорме,помесь,товарное,2025-07,359,
KZ-21-0469,КРС,M,бычки на откорме,помесь,товарное,2025-06,367,
KZ-21-0470,КРС,M,бычки на откорме,помесь,товарное,2025-09,325,
KZ-21-0471,КРС,M,бычки на откорме,помесь,товарное,2025-05,305,
KZ-21-0472,КРС,M,бычки на откорме,помесь,товарное,2025-10,289,
KZ-21-0473,КРС,M,бычки на откорме,помесь,товарное,2025-07,349,
KZ-21-0474,КРС,M,бычки на откорме,помесь,товарное,2025-11,336,
KZ-21-0475,КРС,M,бычки на откорме,помесь,товарное,2025-05,283,
KZ-21-0476,КРС,M,бычки на откорме,помесь,товарное,2025-09,296,
KZ-21-0477,КРС,M,бычки на откорме,помесь,товарное,2025-06,299,
KZ-21-0478,КРС,M,бычки на откорме,помесь,товарное,2025-05,345,
KZ-21-0479,КРС,M,бычки на откорме,помесь,товарное,2025-09,286,
KZ-21-0480,КРС,M,бычки на откорме,помесь,товарное,2025-11,307,нет в ИСЖ
KZ-21-0481,КРС,M,бычки на откорме,помесь,товарное,2025-08,308,нет акта взвешивания
KZ-21-0482,КРС,M,бычки на откорме,помесь,товарное,2025-08,246,
KZ-21-0483,КРС,M,бычки на откорме,помесь,товарное,2025-12,328,
KZ-21-0484,КРС,M,бычки на откорме,помесь,товарное,2025-05,336,
KZ-21-0485,КРС,M,бычки на откорме,помесь,товарное,2025-11,329,
KZ-21-0486,КРС,M,бычки на откорме,помесь,товарное,2025-09,393,
KZ-21-0487,КРС,M,бычки на откорме,помесь,товарное,2025-12,362,
KZ-21-0488,КРС,M,бычки на откорме,помесь,товарное,2025-05,340,
KZ-21-0489,КРС,M,бычки на откорме,помесь,товарное,2025-09,334,
KZ-21-0490,КРС,M,бычки на откорме,помесь,товарное,2025-04,321,
KZ-21-0491,КРС,M,бычки на откорме,помесь,товарное,2025-06,316,
KZ-21-0492,КРС,M,бычки на откорме,помесь,товарное,2025-10,212,нет в ИСЖ
KZ-21-0493,КРС,M,бычки на откорме,помесь,товарное,2025-11,347,
KZ-21-0494,КРС,M,бычки на откорме,помесь,товарное,2025-05,287,
KZ-21-0495,КРС,M,бычки на откорме,помесь,товарное,2025-11,349,
KZ-21-0496,КРС,M,бычки на откорме,помесь,товарное,2025-09,296,
KZ-21-0497,КРС,M,бычки на откорме,помесь,товарное,2025-05,374,
KZ-21-0498,КРС,M,бычки на откорме,помесь,товарное,2025-09,252,
KZ-21-0499,КРС,M,бычки на откорме,помесь,товарное,2025-04,387,
KZ-21-0500,КРС,M,бычки на откорме,помесь,товарное,2025-12,307,
KZ-21-0501,КРС,M,бычки на откорме,помесь,товарное,2025-06,334,
KZ-21-0502,КРС,M,бычки на откорме,помесь,товарное,2025-07,319,
KZ-21-0503,КРС,M,бычки на откорме,помесь,товарное,2025-07,431,
KZ-21-0504,КРС,M,бычки на откорме,помесь,товарное,2025-06,290,нет акта взвешивания
KZ-21-0505,КРС,M,бычки на откорме,помесь,товарное,2025-05,264,нет акта взвешивания
KZ-21-0506,КРС,M,бычки на откорме,помесь,товарное,2025-10,315,нет акта взвешивания
KZ-21-0507,КРС,M,бычки на откорме,помесь,товарное,2025-05,310,нет акта взвешивания
KZ-21-0508,КРС,M,бычки на откорме,помесь,товарное,2025-09,332,
KZ-21-0509,КРС,M,бычки на откорме,помесь,товарное,2025-08,381,
KZ-21-0510,КРС,M,бычки на откорме,помесь,товарное,2025-11,375,нет акта взвешивания
KZ-21-0511,КРС,M,бычки на откорме,помесь,товарное,2025-09,422,
KZ-21-0512,КРС,M,бычки на откорме,помесь,товарное,2025-06,369,
KZ-21-0513,КРС,M,бычки на откорме,помесь,товарное,2025-12,394,
KZ-21-0514,КРС,M,бычки на откорме,помесь,товарное,2025-05,409,
KZ-21-0515,КРС,M,бычки на откорме,помесь,товарное,2025-06,321,
KZ-21-0516,КРС,M,бычки на откорме,помесь,товарное,2025-07,315,
KZ-21-0517,КРС,M,бычки на откорме,помесь,товарное,2025-07,383,
KZ-21-0518,КРС,M,бычки на откорме,помесь,товарное,2025-10,344,
KZ-21-0519,КРС,M,бычки на откорме,помесь,товарное,2025-12,311,
KZ-21-0520,КРС,M,бычки на откорме,помесь,товарное,2025-04,270,
KZ-21-0521,КРС,M,бычки на откорме,помесь,товарное,2025-06,325,
KZ-21-0522,КРС,M,бычки на откорме,помесь,товарное,2025-10,262,
KZ-21-0523,КРС,M,бычки на откорме,помесь,товарное,2025-06,333,
KZ-21-0524,КРС,M,бычки на откорме,помесь,товарное,2025-09,367,
KZ-21-0525,КРС,M,бычки на откорме,помесь,товарное,2025-11,339,нет в ИСЖ
KZ-21-0526,КРС,M,бычки на откорме,помесь,товарное,2025-07,323,
KZ-21-0527,КРС,M,бычки на откорме,помесь,товарное,2025-05,318,нет в ИСЖ
KZ-21-0528,КРС,M,бычки на откорме,помесь,товарное,2025-12,389,
KZ-21-0529,КРС,M,бычки на откорме,помесь,товарное,2025-07,336,
KZ-21-0530,КРС,M,бычки на откорме,помесь,товарное,2025-08,341,
KZ-21-0531,КРС,M,бычки на откорме,помесь,товарное,2025-06,349,
KZ-21-0532,КРС,M,бычки на откорме,помесь,товарное,2025-10,266,
KZ-21-0533,КРС,M,бычки на откорме,помесь,товарное,2025-12,342,
KZ-21-0534,КРС,M,бычки на откорме,помесь,товарное,2025-08,299,
KZ-21-0535,КРС,M,бычки на откорме,помесь,товарное,2025-05,313,
KZ-21-0536,КРС,M,бычки на откорме,помесь,товарное,2025-10,398,
KZ-21-0537,КРС,M,бычки на откорме,помесь,товарное,2025-05,337,
KZ-21-0538,КРС,M,бычки на откорме,помесь,товарное,2025-09,346,
KZ-21-0539,КРС,M,бычки на откорме,помесь,товарное,2025-10,332,
KZ-21-0540,КРС,M,бычки на откорме,помесь,товарное,2025-04,327,
KZ-21-0541,КРС,M,бычки на откорме,помесь,товарное,2025-11,246,
KZ-21-0542,КРС,M,бычки на откорме,помесь,товарное,2025-06,316,
KZ-21-0543,КРС,M,бычки на откорме,помесь,товарное,2025-09,350,
KZ-21-0544,КРС,M,бычки на откорме,помесь,товарное,2025-06,279,
KZ-21-0545,КРС,M,бычки на откорме,помесь,товарное,2025-10,325,
KZ-21-0546,КРС,M,бычки на откорме,помесь,товарное,2025-12,340,
KZ-21-0547,КРС,M,бычки на откорме,помесь,товарное,2025-10,416,
KZ-21-0548,КРС,M,бычки на откорме,помесь,товарное,2025-11,220,
KZ-21-0549,КРС,M,бычки на откорме,помесь,товарное,2025-11,343,
KZ-21-0550,КРС,M,бычки на откорме,помесь,товарное,2025-08,341,
KZ-21-0551,КРС,M,бычки на откорме,помесь,товарное,2025-05,288,
KZ-21-0552,КРС,M,бычки на откорме,помесь,товарное,2025-08,341,
KZ-21-0553,КРС,M,бычки на откорме,помесь,товарное,2025-05,260,
KZ-21-0554,КРС,M,бычки на откорме,помесь,товарное,2025-07,318,
KZ-21-0555,КРС,M,бычки на откорме,помесь,товарное,2025-11,276,
KZ-21-0556,КРС,M,бычки на откорме,помесь,товарное,2025-08,324,
KZ-21-0557,КРС,M,бычки на откорме,помесь,товарное,2025-05,336,
KZ-21-0558,КРС,M,бычки на откорме,помесь,товарное,2025-12,343,
KZ-21-0559,КРС,M,бычки на откорме,помесь,товарное,2025-10,369,
KZ-21-0560,КРС,M,бычки на откорме,помесь,товарное,2025-08,366,нет акта взвешивания
KZ-21-0561,КРС,M,бычки на откорме,помесь,товарное,2025-10,307,
KZ-21-0562,КРС,M,бычки на откорме,помесь,товарное,2025-11,317,нет акта взвешивания
KZ-21-0563,КРС,M,бычки на откорме,помесь,товарное,2025-06,355,
KZ-21-0564,КРС,M,бычки на откорме,помесь,товарное,2025-12,272,
KZ-21-0565,КРС,M,бычки на откорме,помесь,товарное,2025-11,293,
KZ-21-0566,КРС,M,бычки на откорме,помесь,товарное,2025-07,361,
KZ-21-0567,КРС,M,бычки на откорме,помесь,товарное,2025-05,376,
KZ-21-0568,КРС,M,бычки на откорме,помесь,товарное,2025-07,384,
KZ-21-0569,КРС,M,бычки на откорме,помесь,товарное,2025-10,350,
KZ-21-0570,КРС,M,бычки на откорме,помесь,товарное,2025-09,352,нет акта взвешивания
KZ-21-0571,КРС,M,бычки на откорме,помесь,товарное,2025-12,305,
KZ-21-0572,КРС,M,бычки на откорме,помесь,товарное,2025-07,289,
KZ-21-0573,КРС,M,бычки на откорме,помесь,товарное,2025-10,331,
KZ-21-0574,КРС,M,бычки на откорме,помесь,товарное,2025-04,306,
KZ-21-0575,КРС,M,бычки на откорме,помесь,товарное,2025-08,268,
KZ-21-0576,КРС,M,бычки на откорме,помесь,товарное,2025-10,321,
KZ-21-0577,КРС,M,бычки на откорме,помесь,товарное,2025-08,352,
KZ-21-0578,КРС,M,бычки на откорме,помесь,товарное,2025-10,317,
KZ-21-0579,КРС,M,бычки на откорме,помесь,товарное,2025-08,339,
KZ-21-0580,КРС,M,бычки на откорме,помесь,товарное,2025-09,408,
KZ-21-0581,КРС,M,бычки на откорме,помесь,товарное,2025-07,438,
KZ-21-0582,КРС,M,бычки на откорме,помесь,товарное,2025-06,278,
KZ-21-0583,КРС,M,бычки на откорме,помесь,товарное,2025-09,328,
KZ-21-0584,КРС,M,бычки на откорме,помесь,товарное,2025-05,414,
KZ-21-0585,КРС,M,бычки на откорме,помесь,товарное,2025-09,215,
KZ-21-0586,КРС,M,бычки на откорме,помесь,товарное,2025-05,392,
KZ-21-0587,КРС,M,бычки на откорме,помесь,товарное,2025-09,303,
KZ-21-0588,КРС,M,бычки на откорме,помесь,товарное,2025-06,378,
KZ-21-0589,КРС,M,бычки на откорме,помесь,товарное,2025-12,335,
KZ-21-0590,КРС,M,бычки на откорме,помесь,товарное,2025-08,304,
KZ-21-0591,КРС,M,бычки на откорме,помесь,товарное,2025-04,371,
KZ-21-0592,КРС,M,бычки на откорме,помесь,товарное,2025-07,278,
KZ-21-0593,КРС,M,бычки на откорме,помесь,товарное,2025-05,324,
KZ-21-0594,КРС,M,бычки на откорме,помесь,товарное,2025-07,237,
KZ-21-0595,КРС,M,бычки на откорме,помесь,товарное,2025-09,423,
KZ-21-0596,КРС,M,бычки на откорме,помесь,товарное,2025-08,350,нет акта взвешивания
KZ-21-0597,КРС,M,бычки на откорме,помесь,товарное,2025-10,381,
KZ-21-0598,КРС,M,бычки на откорме,помесь,товарное,2025-09,319,
KZ-21-0599,КРС,M,бычки на откорме,помесь,товарное,2025-10,314,
KZ-21-0600,КРС,M,бычки на откорме,помесь,товарное,2025-10,255,
KZ-21-0601,КРС,M,бычки на откорме,помесь,товарное,2025-10,406,
KZ-21-0602,КРС,M,бычки на откорме,помесь,товарное,2025-04,229,
KZ-21-0603,КРС,M,бычки на откорме,помесь,товарное,2025-07,356,нет акта взвешивания
KZ-21-0604,КРС,M,бычки на откорме,помесь,товарное,2025-04,402,
KZ-21-0605,КРС,M,бычки на откорме,помесь,товарное,2025-09,341,нет в ИСЖ
KZ-21-0606,КРС,M,бычки на откорме,помесь,товарное,2025-08,305,
KZ-21-0607,КРС,M,бычки на откорме,помесь,товарное,2025-06,261,
KZ-21-0608,КРС,M,бычки на откорме,помесь,товарное,2025-06,304,
KZ-21-0609,КРС,M,бычки на откорме,помесь,товарное,2025-06,289,нет акта взвешивания
KZ-21-0610,КРС,M,бычки на откорме,помесь,товарное,2025-04,358,
KZ-21-0611,КРС,M,бычки на откорме,помесь,товарное,2025-12,283,нет акта взвешивания
KZ-21-0612,КРС,M,бычки на откорме,помесь,товарное,2025-07,323,
KZ-21-0613,КРС,M,бычки на откорме,помесь,товарное,2025-10,315,
KZ-21-0614,КРС,M,бычки на откорме,помесь,товарное,2025-05,298,
KZ-21-0615,КРС,M,бычки на откорме,помесь,товарное,2025-10,311,
KZ-21-0616,КРС,M,бычки на откорме,помесь,товарное,2025-10,324,
KZ-21-0617,КРС,M,бычки на откорме,помесь,товарное,2025-05,294,
KZ-21-0618,КРС,M,бычки на откорме,помесь,товарное,2025-06,378,
KZ-21-0619,КРС,M,бычки на откорме,помесь,товарное,2025-04,293,нет в ИСЖ
KZ-21-0620,КРС,M,бычки на откорме,помесь,товарное,2025-11,302,
