tag,species,sex,group,breed,pedigree,born,weight_kg,issue
KZ-14-0314,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,189,
KZ-14-0315,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,199,
KZ-14-0316,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,188,
KZ-14-0317,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,194,
KZ-14-0318,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,175,
KZ-14-0319,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,144,
KZ-14-0320,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,211,
KZ-14-0321,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,162,
KZ-14-0322,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,194,
KZ-14-0323,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,204,
KZ-14-0324,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,204,
KZ-14-0325,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,198,
KZ-14-0326,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,170,
KZ-14-0327,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,188,
KZ-14-0328,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,203,
KZ-14-0329,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,176,
KZ-14-0330,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,146,
KZ-14-0331,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,191,
KZ-14-0332,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,199,
KZ-14-0333,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,182,
KZ-14-0334,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,190,
KZ-14-0335,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,222,
KZ-14-0336,КРС,F,тёлки,казахская белоголовая,товарное,2026-02,177,
KZ-14-0337,КРС,F,тёлки,казахская белоголовая,товарное,2026-03,164,
